Function stats for (Thread) (12): 

Clock type: CPU
Ordered by: totaltime, desc

name                                  ncall  tsub      ttot      tavg      
..py/core/multiarray.py:1078 putmask  28     0.000012  0.000012  0.000000
..onfig/config.py:596 _translate_key  6      0.000006  0.000012  0.000002
..3281 DataFrame._ensure_valid_index  4      0.000004  0.000012  0.000003
../threading.py:341 Condition.notify  2      0.000007  0.000012  0.000006
..tiDataset_wlist.wordlevel_analysis  2      0.000003  0.000011  0.000006
..r.py:68 MetaGenerator.n_words_uniq  2      0.000002  0.000011  0.000006
..57 EmoLex_wlist.wordlevel_analysis  2      0.000002  0.000011  0.000006
..56 BSMVAD_wlist.wordlevel_analysis  2      0.000003  0.000011  0.000006
..ndexes/base.py:5920 ensure_has_len  4      0.000003  0.000011  0.000003
..numpy_.py:371 PandasArray.to_numpy  4      0.000006  0.000011  0.000003
..py:331 IncrementalDecoder.getstate  6      0.000011  0.000011  0.000002
..io/parsers.py:389 validate_integer  4      0.000011  0.000011  0.000003
..ore/indexes/base.py:4485 <genexpr>  4      0.000004  0.000011  0.000003
..andas/core/common.py:181 <genexpr>  32     0.000010  0.000010  0.000000
..andas/io/parsers.py:1116 <genexpr>  12     0.000009  0.000010  0.000001
..py:309 IncrementalDecoder.__init__  2      0.000008  0.000010  0.000005
..tor.py:71 MetaGenerator.n_comments  2      0.000002  0.000010  0.000005
..ore/numerictypes.py:621 <listcomp>  10     0.000010  0.000010  0.000001
..y:53 MPQA_wlist.wordlevel_analysis  2      0.000003  0.000010  0.000005
..ython3.8/queue.py:208 Queue._qsize  5      0.000007  0.000010  0.000002
..hon3.8/queue.py:56 Queue.task_done  2      0.000005  0.000010  0.000005
..locks.py:261 FloatBlock.fill_value  20     0.000009  0.000009  0.000000
..rserWrapper._set_noconvert_columns  2      0.000007  0.000009  0.000005
..y_function__ internals>:2 can_cast  2      0.000004  0.000009  0.000005
..types/inference.py:96 is_file_like  4      0.000006  0.000009  0.000002
/usr/lib/python3.8/re.py:198 search   2      0.000004  0.000009  0.000005
../core/indexes/base.py:581 <lambda>  26     0.000009  0.000009  0.000000
..es/range.py:345 RangeIndex.get_loc  2      0.000007  0.000009  0.000004
...py:1244 _validate_parse_dates_arg  2      0.000007  0.000009  0.000004
..ctions_abc.py:392 __subclasshook__  24     0.000008  0.000009  0.000000
..xtFileReader._check_file_or_buffer  2      0.000003  0.000009  0.000004
..construction.py:745 sanitize_index  2      0.000004  0.000009  0.000004
..dex._should_fallback_to_positional  2      0.000004  0.000008  0.000004
..ic.py:164 RangeIndex._is_all_dates  24     0.000008  0.000008  0.000000
..e/groupby/grouper.py:752 <genexpr>  4      0.000004  0.000008  0.000002
..nops.py:1397 check_below_min_count  20     0.000008  0.000008  0.000000
..thon3.8/sre_compile.py:71 _compile  1      0.000005  0.000008  0.000008
..n3.8/enum.py:833 RegexFlag.__and__  1      0.000004  0.000008  0.000008
..als/construction.py:281 <listcomp>  10     0.000004  0.000008  0.000001
..se.py:3461 RangeIndex._can_reindex  4      0.000003  0.000008  0.000002
..kages/tqdm/std.py:155 Bar.__init__  2      0.000006  0.000008  0.000004
...py:503 Index._get_attributes_dict  2      0.000003  0.000008  0.000004
..wlist.py:152 EmoVAD_wlist._itervad  16     0.000008  0.000008  0.000000
..3.8/sre_parse.py:254 Tokenizer.get  6      0.000004  0.000008  0.000001
..pe_base.py:219 _vhstack_dispatcher  2      0.000003  0.000007  0.000004
..ist.py:18 get_commentlevel_headers  2      0.000007  0.000007  0.000004
..fig.py:394 option_context.__init__  2      0.000006  0.000007  0.000004
..wlist.py:150 BSMVAD_wlist._itervad  16     0.000007  0.000007  0.000000
..8/urllib/parse.py:110 _coerce_args  4      0.000006  0.000007  0.000002
..2592 ObjectBlock._can_hold_element  18     0.000007  0.000007  0.000000
..Indexer._has_valid_setitem_indexer  18     0.000007  0.000007  0.000000
..e/indexes/api.py:161 union_indexes  2      0.000004  0.000007  0.000003
..ctions_abc.py:252 __subclasshook__  2      0.000003  0.000006  0.000003
..pby/ops.py:99 BaseGrouper.__init__  2      0.000005  0.000006  0.000003
..405 ensure_wrapped_if_datetimelike  4      0.000005  0.000006  0.000002
..oupby/ops.py:265 BaseGrouper.names  2      0.000003  0.000006  0.000003
..types/inference.py:360 is_sequence  2      0.000004  0.000006  0.000003
..e/groupby/grouper.py:738 <genexpr>  4      0.000005  0.000006  0.000002
..8/dataclasses.py:1045 is_dataclass  2      0.000004  0.000006  0.000003
..e/groupby/grouper.py:737 <genexpr>  4      0.000004  0.000006  0.000002
..compile.py:461 _get_literal_prefix  1      0.000004  0.000006  0.000006
..nplace_and_allows_duplicate_labels  4      0.000004  0.000006  0.000001
..llections_abc.py:72 _check_methods  6      0.000006  0.000006  0.000001
..arse.py:164 SubPattern.__getitem__  6      0.000004  0.000006  0.000001
../common.py:145 validate_header_arg  2      0.000005  0.000006  0.000003
..nfig.py:569 _get_deprecated_option  6      0.000006  0.000006  0.000001
..sre_parse.py:172 SubPattern.append  6      0.000004  0.000006  0.000001
../python3.8/queue.py:216 Queue._get  2      0.000004  0.000005  0.000003
..e_parse.py:174 SubPattern.getwidth  1      0.000004  0.000005  0.000005
..mpy/core/multiarray.py:1043 copyto  14     0.000005  0.000005  0.000000
../range.py:317 RangeIndex.is_unique  16     0.000005  0.000005  0.000000
..ckages/pandas/core/common.py:450 f  14     0.000005  0.000005  0.000000
..io/common.py:793 _maybe_memory_map  2      0.000004  0.000005  0.000003
..2840 SeriesGroupBy._reindex_output  2      0.000004  0.000005  0.000003
..y/ops.py:120 BaseGrouper.groupings  14     0.000005  0.000005  0.000000
..s.py:3339 _process_date_conversion  2      0.000004  0.000005  0.000002
..ernals/managers.py:1938 <listcomp>  2      0.000004  0.000005  0.000002
..andas/core/common.py:174 <genexpr>  12     0.000005  0.000005  0.000000
..l/mpqa_wlist.py:8 get_glob_headers  2      0.000005  0.000005  0.000002
..e.py:2120 RangeIndex.holds_integer  2      0.000004  0.000005  0.000002
..nfig.py:585 _get_registered_option  4      0.000003  0.000005  0.000001
../groupby/grouper.py:773 is_in_axis  2      0.000002  0.000005  0.000002
..e/groupby/grouper.py:739 <genexpr>  4      0.000004  0.000005  0.000001
..es/inference.py:295 is_named_tuple  2      0.000003  0.000005  0.000002
..ore/indexes/base.py:508 <dictcomp>  2      0.000002  0.000005  0.000002
..ol/string_cleaner.py:29 <listcomp>  2      0.000005  0.000005  0.000002
..base.py:1281 RangeIndex._get_names  2      0.000003  0.000005  0.000002
..ops.py:951 SeriesSplitter.__init__  2      0.000003  0.000004  0.000002
..re/common.py:300 get_callable_name  2      0.000003  0.000004  0.000002
..nfig/config.py:537 _select_options  6      0.000004  0.000004  0.000001
..es/cast.py:495 maybe_casted_values  2      0.000004  0.000004  0.000002
../sre_parse.py:233 Tokenizer.__next  7      0.000004  0.000004  0.000001
..andas/core/common.py:195 <genexpr>  12     0.000004  0.000004  0.000000
..lib/python3.8/enum.py:283 __call__  2      0.000003  0.000004  0.000002
..re/missing.py:64 clean_fill_method  8      0.000004  0.000004  0.000001
..:397 Series._constructor_expanddim  2      0.000004  0.000004  0.000002
..y:208 _arrays_for_stack_dispatcher  2      0.000002  0.000004  0.000002
..exes/numeric.py:78 _validate_dtype  10     0.000004  0.000004  0.000000
..arserWrapper._has_complex_date_col  2      0.000003  0.000004  0.000002
..roupby/ops.py:935 _is_indexed_like  2      0.000003  0.000004  0.000002
..oupby/ops.py:131 BaseGrouper.nkeys  2      0.000002  0.000004  0.000002
..re_parse.py:224 Tokenizer.__init__  1      0.000002  0.000004  0.000004
..ctions_abc.py:302 __subclasshook__  7      0.000003  0.000004  0.000001
..ndas/io/parsers.py:2131 <dictcomp>  2      0.000004  0.000004  0.000002
..s/io/parsers.py:1088 _is_index_col  6      0.000003  0.000003  0.000001
..nals/construction.py:686 <genexpr>  4      0.000003  0.000003  0.000001
..ctions_abc.py:271 __subclasshook__  6      0.000003  0.000003  0.000001
..on_base.py:4232 _delete_dispatcher  8      0.000003  0.000003  0.000000
..56 RangeIndex._maybe_disallow_fill  8      0.000003  0.000003  0.000000
..ile.py:432 _generate_overlap_table  1      0.000003  0.000003  0.000003
..py:674 SeriesGroupBy._selected_obj  2      0.000003  0.000003  0.000002
..ore/numerictypes.py:622 <listcomp>  10     0.000003  0.000003  0.000000
..ib/python3.8/inspect.py:72 isclass  2      0.000002  0.000003  0.000002
..339 SeriesGroupBy._is_builtin_func  2      0.000002  0.000003  0.000001
..als/managers.py:1085 value_getitem  2      0.000003  0.000003  0.000001
..das/io/common.py:198 is_fsspec_url  2      0.000002  0.000003  0.000001
..python3.8/posixpath.py:41 _get_sep  2      0.000002  0.000003  0.000001
<string>:2 IOArgs.__init__            2      0.000003  0.000003  0.000001
..y.py:746 SeriesGroupBy.__getattr__  2      0.000003  0.000003  0.000001
..ndas/io/parsers.py:2129 <listcomp>  2      0.000003  0.000003  0.000001
..sers.py:3781 _refine_defaults_read  2      0.000003  0.000003  0.000001
..rsers.py:3966 _validate_skipfooter  2      0.000002  0.000003  0.000001
..pandas/_config/config.py:802 inner  4      0.000003  0.000003  0.000001
..o/parsers.py:3870 _extract_dialect  2      0.000002  0.000003  0.000001
..utils.py:57 FormatReplace.__init__  2      0.000003  0.000003  0.000001
..dexes/range.py:253 RangeIndex.step  4      0.000003  0.000003  0.000001
..exes/range.py:207 RangeIndex.start  4      0.000003  0.000003  0.000001
..core/groupby/ops.py:263 <listcomp>  2      0.000002  0.000003  0.000001
..s/blocks.py:308 FloatBlock.__len__  2      0.000002  0.000002  0.000001
<string>:2 IOHandles.__init__         2      0.000002  0.000002  0.000001
..e/groupby/grouper.py:786 is_in_obj  2      0.000002  0.000002  0.000001
..core/groupby/ops.py:267 <listcomp>  2      0.000002  0.000002  0.000001
..upby/grouper.py:857 _is_label_like  2      0.000002  0.000002  0.000001
..ernals/managers.py:1939 <listcomp>  2      0.000002  0.000002  0.000001
..hon3.8/sre_compile.py:595 isstring  2      0.000002  0.000002  0.000001
..py/core/numeric.py:1434 <listcomp>  4      0.000002  0.000002  0.000001
.._base.py:78 _atleast_2d_dispatcher  6      0.000002  0.000002  0.000000
..py:260 IncrementalDecoder.__init__  2      0.000002  0.000002  0.000001
..o/parsers.py:3427 _clean_na_values  2      0.000002  0.000002  0.000001
..on3.8/sre_parse.py:81 State.groups  2      0.000002  0.000002  0.000001
..ocks.py:217 FloatBlock.is_datelike  2      0.000002  0.000002  0.000001
..rator.py:14 MetaGenerator.__init__  2      0.000002  0.000002  0.000001
..on_base.py:4417 _insert_dispatcher  4      0.000002  0.000002  0.000000
..dexes/range.py:230 RangeIndex.stop  4      0.000002  0.000002  0.000000
..unktLanguageVars.period_context_re  2      0.000002  0.000002  0.000001
..ctions_abc.py:349 __subclasshook__  1      0.000001  0.000002  0.000002
..meric.py:1367 _moveaxis_dispatcher  4      0.000002  0.000002  0.000000
..rouper.py:602 Grouping.group_index  4      0.000002  0.000002  0.000000
..rsers.py:3294 _make_date_converter  2      0.000002  0.000002  0.000001
..thon3.8/sre_parse.py:921 fix_flags  1      0.000001  0.000002  0.000002
..python3.8/urllib/parse.py:99 _noop  4      0.000002  0.000002  0.000000
..ic.py:2313 _array_equal_dispatcher  4      0.000002  0.000002  0.000000
../multiarray.py:583 min_scalar_type  4      0.000002  0.000002  0.000000
../lib/python3.8/enum.py:562 __new__  2      0.000001  0.000001  0.000001
..s/core/frame.py:628 DataFrame.axes  2      0.000001  0.000001  0.000001
..ackages/tqdm/std.py:169 Bar.colour  2      0.000001  0.000001  0.000001
..re_parse.py:160 SubPattern.__len__  1      0.000001  0.000001  0.000001
...8/sre_parse.py:286 Tokenizer.tell  1      0.000001  0.000001  0.000001
..das/core/series.py:752 Series.axes  2      0.000001  0.000001  0.000001
..:163 SeriesGroupBy._selection_name  2      0.000001  0.000001  0.000001
..andas/io/parsers.py:1402 <setcomp>  2      0.000001  0.000001  0.000001
..ils.py:61 FormatReplace.__format__  2      0.000001  0.000001  0.000001
../io/parsers.py:418 _validate_names  2      0.000001  0.000001  0.000001
..sers.py:1194 _validate_usecols_arg  2      0.000001  0.000001  0.000001
..ic.py:272 RangeIndex.inferred_type  2      0.000001  0.000001  0.000001
..8/urllib/parse.py:399 _checknetloc  2      0.000001  0.000001  0.000001
..numeric.py:995 _argsort_dispatcher  2      0.000001  0.000001  0.000000
..ol/meta_generator.py:76 <listcomp>  2      0.000001  0.000001  0.000000
..3.8/sre_parse.py:76 State.__init__  1      0.000001  0.000001  0.000001
..py/core/multiarray.py:852 bincount  2      0.000001  0.000001  0.000000
..das/core/generic.py:1615 <genexpr>  2      0.000001  0.000001  0.000000
..s.py:1081 TextFileReader.__enter__  2      0.000001  0.000001  0.000000
..ackages/tqdm/std.py:165 Bar.colour  2      0.000001  0.000001  0.000000
..e_parse.py:111 SubPattern.__init__  1      0.000001  0.000001  0.000001
..py/core/multiarray.py:468 can_cast  2      0.000001  0.000001  0.000000
..8/sre_parse.py:249 Tokenizer.match  1      0.000001  0.000001  0.000001
...8/sre_compile.py:453 _get_iscased  1      0.000000  0.000000  0.000000
Function stats for (Thread) (8): 

Clock type: CPU
Ordered by: totaltime, desc

name                                  ncall  tsub      ttot      tavg      
..hon3.8/threading.py:859 Thread.run  1      0.000062  0.215635  0.215635
App.py:116 App.thread_func            1      0.000600  0.215573  0.215573
..y:30 FeatureGenerator.get_features  1      0.000779  0.192968  0.192968
.. FeatureGenerator._build_wordlists  1      0.000049  0.083232  0.083232
..re/frame.py:502 DataFrame.__init__  30     0.000164  0.079729  0.002658
..nals/construction.py:241 init_dict  15     0.000262  0.078323  0.005222
../core/series.py:4764 Series.dropna  236    0.000706  0.074306  0.000315
..missing.py:582 remove_na_arraylike  236    0.000855  0.072688  0.000308
..ultiDataset_wlist.analyze_comments  1      0.000546  0.069447  0.069447
..MultiDataset_wlist._write_mean_std  168    0.000634  0.068859  0.000410
..s/construction.py:62 arrays_to_mgr  16     0.000075  0.054597  0.003412
...py:49 MultiDataset_wlist.__init__  1      0.000126  0.046490  0.046490
..e/series.py:810 Series.__getitem__  250    0.001923  0.043780  0.000175
..rame.py:2987 DataFrame.__getitem__  294    0.001485  0.027990  0.000095
..construction.py:423 sanitize_array  326    0.002354  0.027409  0.000084
..ls/construction.py:333 _homogenize  16     0.000667  0.027039  0.001690
..das/core/dtypes/missing.py:50 isna  255    0.000224  0.024667  0.000097
..s/core/dtypes/missing.py:133 _isna  255    0.000692  0.024443  0.000096
..e/series.py:906 Series._get_values  245    0.000796  0.024403  0.000100
...py:3782 DataFrame._get_item_cache  292    0.001542  0.023129  0.000079
..s/core/dtypes/missing.py:264 notna  236    0.000947  0.023054  0.000098
..0 create_block_manager_from_arrays  16     0.000114  0.022977  0.001436
..s/missing.py:202 _isna_ndarraylike  246    0.001336  0.022634  0.000092
..nals/managers.py:1733 _form_blocks  16     0.001007  0.021668  0.001354
..core/series.py:209 Series.__init__  580..  0.002171  0.021264  0.000037
..nals/blocks.py:2662 get_block_type  366    0.002256  0.017615  0.000048
..n.py:1470 is_extension_array_dtype  3349   0.005434  0.015603  0.000005
..s/core/dtypes/base.py:254 is_dtype  2738   0.002894  0.015358  0.000006
..:1602 SingleBlockManager.get_slice  246    0.001315  0.014230  0.000058
..core/construction.py:554 _try_cast  316    0.001296  0.013866  0.000044
..s/core/indexes/base.py:250 __new__  111..  0.001883  0.013771  0.000124
..s/core/dtypes/generic.py:30 _check  14347  0.009867  0.013624  0.000001
..:112 EmoLex_wlist.analyze_comments  1      0.000104  0.013393  0.013393
..y:133 EmoLex_wlist._write_mean_std  32     0.000116  0.013280  0.000415
..ndexing.py:2238 check_bool_indexer  256    0.000670  0.012939  0.000051
..:107 EmoAff_wlist.analyze_comments  1      0.000093  0.012194  0.012194
..:132 EmoAff_wlist._lwrite_mean_std  28     0.000108  0.012092  0.000432
..rs.py:376 SingleBlockManager.apply  29     0.000235  0.011605  0.000400
../pandas/io/parsers.py:528 read_csv  1      0.000012  0.011410  0.011410
..ges/pandas/io/parsers.py:442 _read  1      0.000024  0.011395  0.011395
..re/dtypes/common.py:1551 _is_dtype  821    0.000791  0.010383  0.000013
..ypes/common.py:573 is_string_dtype  573    0.000648  0.010341  0.000018
..xes/base.py:4279 Index.__getitem__  831    0.002541  0.009954  0.000012
..arsers.py:1050 TextFileReader.read  1      0.000018  0.009921  0.009921
..ore/generic.py:5886 DataFrame.copy  10     0.000086  0.009739  0.000974
..types/common.py:1341 is_bool_dtype  911    0.002284  0.009716  0.000011
../managers.py:796 BlockManager.copy  10     0.000036  0.009435  0.000944
../managers.py:998 BlockManager.iget  285    0.001589  0.009341  0.000033
..ore/dtypes/common.py:602 condition  261    0.000309  0.008940  0.000034
..als/blocks.py:752 ObjectBlock.copy  17     0.000089  0.008782  0.000517
..es/common.py:605 is_excluded_dtype  257    0.000660  0.008631  0.000034
../missing.py:244 _isna_string_dtype  246    0.005465  0.008325  0.000034
..ndexers.py:363 check_array_indexer  256    0.001504  0.008266  0.000032
..ypes/common.py:201 is_object_dtype  1519   0.001966  0.008141  0.000005
..or.py:14 FeatureGenerator.__init__  1      0.000007  0.008031  0.008031
..re_tool/glob_maker.py:13 make_glob  1      0.000003  0.008024  0.008024
.._wlist.py:42 EmoLex_wlist.__init__  1      0.000028  0.007887  0.007887
../numpy/core/_asarray.py:14 asarray  198..  0.001387  0.007863  0.000004
../indexes/base.py:5836 ensure_index  165    0.000248  0.007801  0.000047
..generic.py:5464 Series.__setattr__  1184   0.002154  0.007699  0.000007
..8 FloatBlock.make_block_same_class  558    0.001055  0.007636  0.000014
..ypes/common.py:1610 _is_dtype_type  2374   0.003313  0.007551  0.000003
../core/common.py:75 is_bool_indexer  505    0.001026  0.007533  0.000015
..e/dtypes/base.py:411 Registry.find  3360   0.004809  0.007526  0.000002
..ore/dtypes/common.py:610 <genexpr>  1028   0.000717  0.007422  0.000007
...py:3303 DataFrame._box_col_values  285    0.000724  0.007407  0.000026
..blocks.py:127 ObjectBlock.__init__  624    0.002602  0.007376  0.000012
..ast.py:1379 maybe_cast_to_datetime  301    0.001139  0.007290  0.000024
.._wlist.py:43 EmoAff_wlist.__init__  1      0.000023  0.007046  0.007046
..eneric.py:5408 Series.__finalize__  570    0.003151  0.006953  0.000012
.._tool/glob_maker.py:6 make_wordbag  1      0.000042  0.006923  0.006923
..ypes/common.py:463 is_period_dtype  849    0.001068  0.006775  0.000008
..es/common.py:499 is_interval_dtype  845    0.001006  0.006684  0.000008
..common.py:537 is_categorical_dtype  911    0.001459  0.006624  0.000007
.._wlist.py:40 BSMVAD_wlist.__init__  1      0.000016  0.006380  0.006380
..r.py:18 MetaGenerator.get_features  1      0.000020  0.006172  0.006172
.._wlist.py:40 EmoVAD_wlist.__init__  1      0.000019  0.006167  0.006167
..das/core/series.py:509 Series.name  852    0.001293  0.005789  0.000007
..y:1273 maybe_infer_to_datetimelike  286    0.000798  0.005781  0.000020
..core/dtypes/dtypes.py:923 is_dtype  761    0.001131  0.005452  0.000007
..ore/dtypes/dtypes.py:1132 is_dtype  757    0.001039  0.005446  0.000007
..mmon.py:1743 validate_all_hashable  852    0.001410  0.004496  0.000005
..nternals/blocks.py:2711 make_block  66     0.000236  0.004420  0.000067
../construction.py:364 extract_index  14     0.000042  0.004419  0.000316
..qa_wlist.py:37 MPQA_wlist.__init__  1      0.000015  0.004297  0.004297
..arsers.py:2054 CParserWrapper.read  1      0.000017  0.004082  0.004082
..ore/series.py:692 Series.__array__  256    0.000458  0.004025  0.000016
...py:36 MetaGenerator.drop_nan_rows  1      0.000018  0.003961  0.003961
..py:109 MPQA_wlist.analyze_comments  1      0.000030  0.003582  0.003582
...py:128 MPQA_wlist._write_mean_std  8      0.000032  0.003543  0.000443
..ing.py:683 _LocIndexer.__setitem__  9      0.000056  0.003225  0.000358
..anagers.py:157 BlockManager.blknos  287    0.000128  0.003209  0.000011
../series.py:1117 Series.reset_index  1      0.000009  0.003207  0.003207
..re/series.py:343 Series._init_dict  10     0.000043  0.003205  0.000321
..anager._rebuild_blknos_and_blklocs  15     0.002489  0.003193  0.000213
..ommon.py:388 is_datetime64tz_dtype  397    0.000780  0.003033  0.000008
..als/managers.py:1860 _stack_arrays  15     0.001695  0.002922  0.000195
..as/core/series.py:4748 Series.isna  10     0.000015  0.002891  0.000289
..s/core/generic.py:7411 Series.isna  10     0.000022  0.002876  0.000288
..ultidataset_wlist.py:50 <dictcomp>  1      0.000007  0.002849  0.002849
.. create_series_with_explicit_dtype  10     0.000039  0.002720  0.000272
..rame.py:4814 DataFrame.reset_index  1      0.000018  0.002554  0.002554
..numpy/core/_dtype.py:321 _name_get  716    0.001470  0.002477  0.000003
..ore/frame.py:3737 DataFrame.insert  1      0.000007  0.002382  0.002382
../managers.py:1829 _simple_blockify  12     0.000035  0.002349  0.000196
..nagers.py:1176 BlockManager.insert  1      0.000041  0.002314  0.002314
..blocks.py:269 ObjectBlock.mgr_locs  626    0.001882  0.002281  0.000004
..ore/generic.py:187 Series.__init__  610    0.001597  0.002273  0.000004
..as/core/series.py:591 Series.array  258    0.000354  0.002202  0.000009
../construction.py:354 extract_array  366    0.000425  0.002183  0.000006
..types/inference.py:322 is_hashable  1566   0.001302  0.002065  0.000001
..ernals/managers.py:1577 from_array  29     0.000081  0.002007  0.000069
..pes/inference.py:185 is_array_like  521    0.000553  0.001996  0.000004
..re/dtypes/common.py:1762 <genexpr>  1704   0.001054  0.001993  0.000001
..:107 BSMVAD_wlist.analyze_comments  1      0.000027  0.001949  0.001949
..core/series.py:4119 Series._reduce  20     0.000140  0.001941  0.000097
..indexes/base.py:3036 Index.get_loc  290    0.000470  0.001921  0.000007
..y:130 BSMVAD_wlist._write_mean_std  21     0.000045  0.001918  0.000091
..re/dtypes/common.py:1575 get_dtype  1456   0.001207  0.001854  0.000001
..:109 EmoVAD_wlist.analyze_comments  1      0.000029  0.001843  0.001843
..dtypes/cast.py:1257 maybe_castable  315    0.000711  0.001837  0.000006
..s/managers.py:1844 _multi_blockify  3      0.000026  0.001830  0.000610
..y:132 EmoVAD_wlist._write_mean_std  21     0.000047  0.001810  0.000086
..as/util/_decorators.py:310 wrapper  3      0.000008  0.001796  0.000599
..se.py:510 Int64Index._shallow_copy  259    0.000507  0.001784  0.000007
..hon3.8/abc.py:96 __instancecheck__  1513   0.000991  0.001772  0.000001
..ks.py:239 ObjectBlock.array_values  258    0.000358  0.001757  0.000007
.._iLocIndexer._setitem_with_indexer  9      0.000038  0.001754  0.000195
..das/core/series.py:459 Series.name  866    0.001121  0.001748  0.000002
..3049 DataFrame._getitem_bool_array  2      0.000012  0.001736  0.000868
..core/dtypes/common.py:187 <lambda>  1786   0.001130  0.001701  0.000001
.._iLocIndexer._setitem_single_block  9      0.000088  0.001698  0.000189
..generic.py:215 SeriesGroupBy.apply  1      0.000004  0.001671  0.001671
..groupby.py:860 SeriesGroupBy.apply  1      0.000016  0.001668  0.001668
..ore/dtypes/common.py:231 is_sparse  366    0.000729  0.001660  0.000005
..eriesGroupBy._python_apply_general  1      0.000010  0.001581  0.001581
..pes/common.py:703 is_integer_dtype  404    0.000541  0.001541  0.000004
..ng.py:882 _iLocIndexer.__getitem__  4      0.000009  0.001536  0.000384
..py:1479 _iLocIndexer._getitem_axis  4      0.000022  0.001523  0.000381
..:3590 DataFrame._take_with_is_copy  2      0.000007  0.001522  0.000761
../core/frame.py:2934 DataFrame._ixs  4      0.000025  0.001427  0.000357
..dtypes/common.py:1769 pandas_dtype  729    0.000970  0.001419  0.000002
..re/indexes/base.py:425 _simple_new  311    0.000752  0.001418  0.000005
..numpy_.py:156 PandasArray.__init__  258    0.000564  0.001399  0.000005
../generic.py:1429 Series.__invert__  9      0.000046  0.001393  0.000155
..1 _LocIndexer._get_setitem_indexer  9      0.000045  0.001391  0.000155
..3.8/csv.py:153 DictWriter.writerow  1      0.000008  0.001372  0.001372
../core/frame.py:4175 DataFrame.drop  2      0.000005  0.001332  0.000666
...py:567 SingleBlockManager.setitem  9      0.000015  0.001329  0.000148
..ore/generic.py:4123 DataFrame.drop  2      0.000033  0.001326  0.000663
..ers.py:775 TextFileReader.__init__  1      0.000014  0.001305  0.001305
../indexes/base.py:600 Index.__len__  1067   0.000985  0.001304  0.000001
..y:1545 SingleBlockManager.__init__  579    0.000959  0.001293  0.000002
..47 _LocIndexer._convert_to_indexer  9      0.000067  0.001290  0.000143
..locks.py:276 FloatBlock.make_block  19     0.000045  0.001262  0.000066
..neric.py:4159 DataFrame._drop_axis  2      0.000013  0.001255  0.000627
..ore/generic.py:3491 DataFrame.take  2      0.000016  0.001254  0.000627
../core/series.py:612 Series.__len__  248    0.000186  0.001242  0.000005
../indexes/base.py:4393 Index.equals  41     0.000153  0.001236  0.000030
..y:1034 TextFileReader._make_engine  1      0.000007  0.001235  0.001235
..rs.py:1848 CParserWrapper.__init__  1      0.000549  0.001228  0.001228
..oupby/ops.py:182 BaseGrouper.apply  1      0.000022  0.001213  0.001213
../blocks.py:916 ObjectBlock.setitem  9      0.000297  0.001173  0.000130
..s/core/generic.py:11046 Series.sum  10     0.000014  0.001161  0.000116
...py:5287 Index._maybe_cast_indexer  290    0.000479  0.001150  0.000004
..s/core/generic.py:10777 Series.sum  10     0.000017  0.001147  0.000115
..s/managers.py:1863 _asarray_compat  300    0.000340  0.001137  0.000004
..42 Series._min_count_stat_function  10     0.000028  0.001130  0.000113
..kages/tqdm/std.py:1182 tqdm.update  1      0.000018  0.001107  0.001107
../string_cleaner.py:39 make_word_df  1      0.000006  0.001098  0.001098
..ages/tqdm/std.py:1304 tqdm.refresh  1      0.000011  0.001078  0.001078
..ore/generic.py:4561 Series.reindex  3      0.000033  0.001068  0.000356
..as/core/series.py:444 Series.dtype  383    0.000293  0.001054  0.000003
..:1260 BlockManager.reindex_indexer  4      0.000019  0.001038  0.000259
..generic.py:5446 Series.__getattr__  1107   0.001037  0.001037  0.000001
..ages/tqdm/std.py:1436 tqdm.display  1      0.000009  0.001026  0.001026
..._bootstrap>:1017 _handle_fromlist  418    0.000670  0.001003  0.000002
..re/common.py:198 asarray_tuplesafe  111    0.000353  0.000980  0.000009
..ernals/managers.py:1311 <listcomp>  4      0.000019  0.000957  0.000239
..as/core/algorithms.py:1661 take_nd  12     0.000124  0.000954  0.000079
..re/frame.py:4154 DataFrame.reindex  2      0.000010  0.000947  0.000474
../blocks.py:1368 FloatBlock.take_nd  10     0.000041  0.000934  0.000093
..s/core/generic.py:10853 Series.any  10     0.000018  0.000933  0.000093
../common.py:129 cast_scalar_indexer  875    0.000660  0.000932  0.000001
..s/core/generic.py:10588 Series.any  10     0.000020  0.000916  0.000092
..ommon.py:1276 is_string_like_dtype  248    0.000211  0.000901  0.000004
..eric.py:10560 Series._logical_func  10     0.000044  0.000896  0.000090
..ckages/pandas/core/nanops.py:61 _f  10     0.000061  0.000887  0.000089
..nals/blocks.py:372 BoolBlock.apply  9      0.000060  0.000873  0.000097
...py:303 SingleBlockManager.__len__  252    0.000298  0.000872  0.000003
..array_function__ internals>:2 ndim  247    0.000375  0.000857  0.000003
..ore/frame.py:4315 DataFrame.rename  1      0.000007  0.000840  0.000840
..das/core/nanops.py:241 _get_values  20     0.000125  0.000836  0.000042
..re/generic.py:890 DataFrame.rename  1      0.000014  0.000834  0.000834
..ray_function__ internals>:2 insert  2      0.000005  0.000820  0.000410
..y/lib/function_base.py:4421 insert  2      0.000723  0.000803  0.000402
..gers.py:1951 _fast_count_smallints  1      0.000019  0.000801  0.000801
..es/missing.py:367 array_equivalent  17     0.000077  0.000795  0.000047
..023 _maybe_cast_data_without_dtype  43     0.000148  0.000794  0.000018
..lib/python3.8/csv.py:151 <genexpr>  881    0.000543  0.000778  0.000001
